,content
125,生哥：我不应该在这里，我应该在车底生哥近距离嗑糖感觉还行吗追光吧丨姜潮/陈楚生#姜潮麦迪娜电话粥好甜#综艺迷妹的微博视频
126,【突击查处“黑诊所”，当着执法人员的面，记者竟遭推搡、抢砸机器】#无证诊所被部门取缔时还抢砸采访设备#女子投诉福清一牙科诊所将自己治成十级伤残。12月7日，福清市卫生健康局对其进行突击检查。执法过程中，该无资质的牙科诊所内的一名男子突然情绪激动，将记者的采访设备摔坏，还将记者推搡出去 ...全文
127,GUCCI官方推特、ins、脸书都发布了肖战ELLE开年刊封面，这排面真的很足了吧
128,【#芬兰总理不戴口罩开派对挨批后道歉#】12月7日，据欧洲新闻台报道，芬兰总理桑娜·马林得知自己成为新冠密接者当晚，被拍到不戴口罩派对到凌晨4点。照片曝光后，她一度表示自己没有违背芬兰现行防疫规则。遭持续批评后，马林转变语气并道歉，称“我应该有更好的判断力，我意识到应该再次检查我收到的 ...全文
129,【好温暖！#麻醉师变身临时奶爸哄睡1岁患儿#】#我身边的向上力#近日，山东日照。五莲县人民医院麻醉科陈医生在手术室当起临时奶爸哄睡一岁萌娃的一幕十分温暖。据同院麻醉师陈医生介绍，患儿当时要做斜疝手术，需要全麻，打针后一直在呼喊爸爸，麻醉师就搂着安慰孩子，缓解小朋友的紧张情绪。 ...全文
130,#海口一培训机构拖欠退费#【97万课时费未退 负责人失联】近日，海口市民黄女士向记者反映，位于海口市玉沙路友谊国贸城（京华城）的泛德智慧钢琴学院突然关门，她给孩子预交的课时费还剩余9188元未退，据其了解，目前仍有100多人预交的课时费未退款，总金额约97万元。详情戳→97万课时费未退 负责人失联
131,#王嘉尔##走心视频#王嘉尔你说的都是真的吗？原来你的牙是笑掉的的微博视频
132,#台湾旅游攻略#统一进入倒计时！国台办规划台湾愿景，蔡当局：不相信！不接受萌物出没的微博视频
133,【图数有的聊丨如何看在择业上高中生比大学生更卷？】据此前大中学生职业态度调查，38.5%的大中学生期待自己毕业能够拿到1-2万月薪。24%的高中生期待自己能够在毕业拿到月薪3万以上的工资，表现出#00后高中生对入职薪资更乐观#。相关数据引发网友讨论，#如何看待大学生期望薪资普遍较高#？@新浪新闻...全文
134,孩子上学磨蹭，爸爸：走孩子的路，让她无路可走。#年底flag冲刺季##出道吧新星#Look搞笑卤的微博视频
135,【“老婆，对不起...”#宁波抗疫夫妻的这段对话看哭了#】12月7日，驰援宁波镇海的慈溪民警吴彬丙发出一条朋友圈：老婆，对不起，等我们回去，所有作业都我来教...附图是他和妻子的聊天截图。妻子陈晶晶是一名医务工作者，夫妻俩各自奔赴一线 驰援镇海，家里的孩子只能临时让奶奶照顾。妻子在工作间隙 ...全文
136,#两个人的世界#男朋友没了，工作没了，家也没了，成年人的崩溃往往就在一瞬间！追剧酱酱君的微博视频
137,【杭州市长到东新园视察指导疫情防控工作，弯下腰关心保安人员的裤子是否保暖】今天（12月8日）上午，杭州市长来到东新园小区视察指导疫情防控工作，进门时嘱咐安保人员“注意保暖”。牛视频的微博视频
138,#宋慧乔#两人在回无人岛哈哈哈哈七羊的微博视频
139,挺意外的，这责任在谁？头号患者的微博视频
140,#警方通报河南一女生遭多人欺凌#【#河南一女生遭多人欺凌被逼脱衣拍照#，警方：违法行为人已被行政拘留】近日，河南封丘，一名女生被多人逼着脱衣服拍照，施暴女生对其扔烫烟头、用脚踹。据称，涉事学生为封丘县某初级中学九年级学生。封丘县公安局8日通报称，封丘县发生一起未成年人被欺凌案件 ...全文
141,听说 2019鸟巢蓝光4K 已经有人收到了^_^终于可以在家享受2019鸟巢未live现场里面还有些什么好东西“拆开揉碎”了告诉我一下^_^再送你们一个导播视角的“唱出你们的爱”！#张杰未LIVE巡回演唱会#张杰的微博视频
142,差点忘了发！前天去青岛的时候，去了三年前拍过的啤酒屋。听说我们要来，阿姨一家人早早准备好水果瓜子，一桌子海鲜还有最好喝的啤酒。赶早市买了最新的虾和最肥的海蛎子；扇贝做了太多，于是就一个壳里放两个（平时去可不卖啊哈哈）。坐下来和我们聊这三年来的变化，狠狠地夸我们的社员真的很好，每 ...全文
143,银杏叶就是手工人的人间至宝！啥都能做👍
144,【#樊振东一周之内两度封王##樊振东4比1击败张本智和#】2021WTT世界杯决赛今晚在新加坡举行男单决赛。来自广州的24岁男子世界第一樊振东以4比1力克日本队的18岁头号男单张本智和，这是他继休斯敦世乒赛之后，一周之内第二度夺得重要国际赛事的男单冠军。一个星期之前在休斯敦首夺世乒赛男单冠军之后 ...全文
145,结局不可怕，可怕的是过程！#2021新星年终盛典##迷惑行为大赏#第一搞笑奇葩视频精选的微博视频
146,【#亲爱的原型孙卓学校老师发声#：他是重点班学生，希望不要打扰他学习】12月8日，有媒体报道称孙卓和湖北监利的亲人告别后，下午两点半踏上了返回山东阳谷的路，同行的还有亲生父母孙海洋夫妇。8日下午，新黄河记者来到孙卓在阳谷县就读的高中，该校一位教师告诉记者，孙卓在学校一直比较懂事，性格 ...全文
147,【#乡村老师用12万购车款给全班买平板#：希望提高学习效率】近日，湖南宁乡，宁乡井冲中学邱佩老师拿出自己多年攒下来的12万元给班里的学生买平板电脑。据了解，总共买了37台，每台都做了改进，让学生仅能用于学习，不能打游戏和娱乐。邱老师表示，这是一次教学上的尝试，希望学生都能提升学习效率，钱 ...全文
148,鉴于我在歌手(哈)圈的地位举足轻重，所以我义不容辞的选择去当了音乐老师，没别的，证明自己(误人子弟)！我反正蛮期待我教的学生的，你们呢？#原来是老师啊阵容官宣#陈学冬的微博视频
149,冬天里吃冰淇淋的惬意慢时光🍦每天都在和生活赛跑 偶尔也要放松一下呀！别不开心啦！如果觉得累的话就先暂时停下往前跑的步伐吧，吃点好吃的，看看书听听歌，留点时间给自己，整理好心情再出发慢慢来会比较快噢#理想生活季##美食生活日记#芒果每日C的微博视频
150,【#孙海洋不想见孙卓养父母#：跟他们没话说 让法律去教育他们】#孙海洋说让法律去教育孙卓养父母#12月8日，从湖北监利出发，孙海洋夫妇送孙卓回到了山东聊城继续上学，这里既是孙卓上学的地方，也是孙卓被拐之后生活的地方。是否会见孙卓的“养父母”，孙海洋给出了明确回答：“我跟他们没话说，让法 ...全文
151,小叔叔 你当年捡回来的小丫头 长大了 也让我 保护你一次…#一见倾心##顾月霜下线意难平#
152,论会做人，当属深圳卫视。
153,哈哈哈哈哈！笑不活了，我要被这个主人笑死这张照片叫做，煤老板和他的煤
154,【#30岁前该明白的9个道理#】吃喝享乐没有节制，每月账单和体检报告亮起红灯？不停仰望别人的精彩，日子只剩不满和委屈？患得患失，过分在意，每天什么也没做却身心俱疲？别在错误的路径上浪费时光。二十几岁的你，最重要的是建立正确的内心秩序。努力的方向对了，生活才不会亏待你。早安。
155,【在战斗中受伤后，#祁发宝昏迷期间一直拳打脚踢#】去年6月，面对数倍外军，“卫国戍边英雄团长”祁发宝头部遭重创。医生说，他没意识的那几天，一直拳打脚踢。苏醒后，他最先想到的是：“敌人被打出去了吗？我的战友都安全吗？”今晚，央视播出的节目中，#祁发宝向祖国和人民郑重汇报#：我身体恢 ...全文
156,#符建涛生母的三观有多正#符建涛妈妈这番话真的很对“我没有办法出具谅解书”“他养了14年，不是我要他养的，是因为他偷走我孩子，不是我养不起”
157,#纪凌尘新恋情##纪凌尘晒合照官宣女友#阚清子前男友纪凌尘晒出与女友合影官宣新恋情，随后有网友扒出#纪凌尘女友#的社交账号名叫YUNI云希，身高174cm，体重48kg，是韩国人，职业是一名模特。妹子挺美的~
158,最近很火的［微信对话框］表情包：
159,【#校方回应34岁研究生教学楼猝死#：其未向导师反映患病】辽宁工程技术大学12月8日发布情况通报：11月23日，研究生谢某在教学楼猝死。经核实，谢某未完成论文提出延期，其未向导师反映患病，导师未接到其请假回家的申请。@澎湃新闻澎湃新闻的微博视频
160,#怎么看待企业家二代接班#看评论有网友说：入公司也挺多年了，成本没降下来，门类没新开发，宣传没做到位，除了换了王力宏没有任何完善的改革或者提案。。。。你拿啥走下去啊！对此，你们怎么看？
161,#贺峻霖#应该大部分人都属于第三种吧……这是哪里来的戏精父母！星田蜜猹的微博视频
162,#小鲁说事#【#8岁双胞胎姐妹玩捉迷藏捡20万现金#摆地摊的妈妈上了完美一课】12月5日，浙江杭州，8岁双胞胎姐妹玩捉迷藏，捡到20万元现金。摆地摊的妈妈知道后大吃一惊，想到失主一定很着急，她一边教育女儿，一边马上报警。经了解，双胞胎姐妹分别叫陈吉娜、陈吉媛，是闲林中心小学二年级的学生 ...全文
163,李承铉收到戚薇送蜘蛛时的反应 戚薇买了李承铉最害怕的蜘蛛玩偶#娱乐综艺##明星日常#中慕电影院的微博视频
164,“我忙就是忙这些事”网页链接
165,最帅公交车司机还拥有一双发现美的眼睛，他用镜头记录下温暖瞬间，年幼的孩子也能成为妈妈的依靠！今天19:30央视综艺频道《越战越勇》听他分享更多动人故事。央视文艺的微博视频
166,男生用时一个月制作的建筑作业被风吹倒后 那一刻。。。#视频制作人出道计划##吸睛制作人计划#秀一波神操作的微博视频
167,【杭州速度！#多地医护人员驰援杭州封控小区#有医院20分钟内集结完毕】12月8日，一辆辆满载医护人员的大巴，陆续开到杭州东新园小区门口。临安区中医院中心副主任陈奇告诉记者，今天上午9点多接到通知，20分钟内便集结完毕前往东新园小区支援。“我们这些队员都在岗位上上班，临时抽调上来的。”陈奇 ...全文
168,【#2021河南民营企业100强#入围门槛首次突破20亿元】2021河南民营企业100强入围门槛首次突破20亿元关口，达到25.69亿元，较上年的18.99亿元增加了6.7亿元，增长率高达35%，是近几年提升幅度最大的一次，也是继2014年入围门槛突破10亿元台阶后的又一次新突破。制造业民营企业100强入围门槛达13.77亿元 ...全文
